175	-144
177	-144
178	-145
180	-145
181	-145
183	-146
184	-145
186	-145
187	-146
189	-146
190	-147
192	-147
194	-148
195	-148
197	-149
198	-149
200	-148
202	-150
203	-149
205	-149
207	-150
208	-150
210	-151
212	-151
213	-152
215	-152
217	-153
219	-153
220	-153
222	-154
224	-154
226	-155
228	-155
229	-154
231	-156
233	-155
235	-157
237	-156
239	-158
241	-157
243	-157
245	-159
247	-158
249	-160
251	-159
253	-159
255	-160
257	-160
259	-162
261	-161
263	-163
265	-163
267	-164
269	-164
271	-163
274	-165
276	-165
278	-164
280	-166
283	-166
285	-165
287	-167
290	-167
292	-166
294	-168
297	-168
299	-167
301	-169
304	-169
306	-170
309	-170
311	-170
314	-171
316	-171
319	-173
322	-172
324	-174
327	-174
330	-175
332	-175
335	-177
338	-177
340	-178
343	-178
346	-180
349	-180
352	-181
355	-181
358	-181
361	-183
364	-182
367	-184
370	-184
373	-186
376	-186
379	-186
382	-187
385	-187
389	-189
392	-189
395	-189
399	-191
402	-190
405	-192
409	-192
412	-192
416	-194
419	-194
423	-196
427	-196
430	-198
434	-198
438	-197
442	-199
445	-199
449	-199
453	-201
457	-201
461	-201
465	-203
469	-203
473	-205
478	-205
482	-207
486	-207
491	-207
495	-210
499	-210
504	-212
508	-212
513	-214
518	-214
522	-214
527	-216
532	-216
537	-219
542	-219
547	-221
552	-221
557	-221
562	-223
568	-223
573	-226
578	-226
584	-226
589	-228
595	-228
601	-231
607	-231
612	-231
618	-234
624	-234
631	-234
637	-237
643	-237
649	-240
656	-240
663	-241
669	-244
676	-244
683	-244
690	-247
697	-247
704	-248
711	-248
719	-248
726	-245
734	-249
742	-249
749	-252
757	-256
765	-262
774	-266
782	-266
791	-270
799	-270
808	-271
817	-274
826	-275
835	-275
845	-276
854	-276
864	-277
874	-277
884	-274
895	-275
905	-279
916	-280
927	-284
938	-284
949	-285
960	-289
972	-290
984	-291
996	-295
1009	-296
1021	-297
1034	-302
1048	-303
1061	-308
1075	-308
1089	-309
1103	-315
1118	-316
1133	-317
1148	-322
1164	-323
1180	-325
1196	-330
1213	-332
1230	-333
1247	-339
1265	-340
1284	-342
1302	-348
1322	-350
1342	-351
1362	-353
1383	-360
1404	-362
1426	-364
